season,rank,tier,player,team,position,pos_rank,merge_name,gsis_id
2025,153.4,,Rachaad White,TB,RB,54,rachaad white,00-0037256
2025,153.6,,Tre' Harris,LAC,WR,67,tre harris,00-0040727
2025,155.1,,Tory Horton,SEA,WR,68,tory horton,00-0040648
2025,157.6,,Luther Burden III,CHI,WR,69,luther burden,00-0040735
2025,159.1,,DeMario Douglas,NE,WR,70,demario douglas,00-0038621
2016,1.8,,Antonio Brown,PIT,WR,1,antonio brown,00-0027793
2016,2.9,,Cam Newton,CAR,QB,1,cam newton,00-0027939
2016,3.2,,Aaron Rodgers,GB,QB,2,aaron rodgers,00-0023459
2016,3.5,,Odell Beckham Jr.,NYG,WR,2,odell beckham,00-0031235
2016,5.3,,Julio Jones,ATL,WR,3,julio jones,00-0027944
2016,6.3,,Le'Veon Bell,PIT,RB,2,leveon bell,00-0030496
2016,6.3,,Todd Gurley II,LAR,RB,1,todd gurley,00-0032241
2016,7.2,,Russell Wilson,SEA,QB,3,russell wilson,00-0029263
2016,8.7,,David Johnson,ARI,RB,3,david johnson,00-0032187
2016,8.8,,Adrian Peterson,MIN,RB,4,adrian peterson,00-0025394
2016,10.4,,Andrew Luck,IND,QB,4,andrew luck,00-0029668
2016,10.9,,DeAndre Hopkins,HOU,WR,4,deandre hopkins,00-0030564
2016,11.8,,Ezekiel Elliott,DAL,RB,5,ezekiel elliott,00-0033045
2016,12.8,,A.J. Green,CIN,WR,5,aj green,00-0027942
2016,14.3,,Drew Brees,NO,QB,5,drew brees,00-0020531
2016,14.8,,Lamar Miller,HOU,RB,6,lamar miller,00-0029615
2016,16.2,,Dez Bryant,DAL,WR,6,dez bryant,00-0027902
2016,17.3,,Rob Gronkowski,NE,TE,1,rob gronkowski,00-0027656
2016,18.6,,Allen Robinson II,JAX,WR,7,allen robinson,00-0031428
2016,20.3,,Jamaal Charles,KC,RB,7,jamaal charles,00-0026213
2016,20.3,,Jordy Nelson,GB,WR,8,jordy nelson,00-0026176
2016,21.6,,Ben Roethlisberger,PIT,QB,6,ben roethlisberger,00-0022924
2016,21.9,,Devonta Freeman,ATL,RB,8,devonta freeman,00-0031285
2016,23.1,,Keenan Allen,LAC,WR,9,keenan allen,00-0030279
2016,24.6,,Carson Palmer,ARI,QB,7,carson palmer,00-0021429
2016,24.8,,Eddie Lacy,GB,RB,9,eddie lacy,00-0030485
2016,26.2,,Mike Evans,TB,WR,10,mike evans,00-0031408
2016,27.1,,Tom Brady,NE,QB,8,tom brady,00-0019596
2016,28.4,,Amari Cooper,LV,WR,11,amari cooper,00-0031544
2016,28.6,,Alshon Jeffery,CHI,WR,12,alshon jeffery,00-0029137
2016,29.7,,Doug Martin,TB,RB,10,doug martin,00-0029613
2016,30.4,,Blake Bortles,JAX,QB,9,blake bortles,00-0031407
2016,30.5,,Brandon Marshall,NYJ,WR,13,brandon marshall,00-0024334
2016,30.6,,LeSean McCoy,BUF,RB,11,lesean mccoy,00-0027029
2016,31.0,,Mark Ingram II,NO,RB,12,mark ingram,00-0027966
2016,34.3,,Eli Manning,NYG,QB,10,eli manning,00-0022803
2016,34.9,,Brandin Cooks,NO,WR,14,brandin cooks,00-0031236
2016,36.3,,Thomas Rawls,SEA,RB,13,thomas rawls,00-0031897
2016,38.1,,T.Y. Hilton,IND,WR,15,ty hilton,00-0029608
2016,40.2,,Demaryius Thomas,DEN,WR,16,demaryius thomas,00-0027874
2016,40.4,,Kelvin Benjamin,CAR,WR,17,kelvin benjamin,00-0031359
2016,41.8,,Philip Rivers,LAC,QB,11,philip rivers,00-0022942
2016,42.8,,Matt Forte,NYJ,RB,14,matt forte,00-0026184
2016,43.5,,CJ Anderson,DEN,RB,15,cj anderson,00-0029854
2016,43.5,,Sammy Watkins,BUF,WR,18,sammy watkins,00-0031325
2016,44.4,,Tony Romo,DAL,QB,12,tony romo,00-0021678
2016,46.1,,Latavius Murray,LV,RB,16,latavius murray,00-0030513
2016,46.4,,Randall Cobb,GB,WR,19,randall cobb,00-0028002
2016,47.7,,Derek Carr,LV,QB,13,derek carr,00-0031280
2016,48.1,,Jarvis Landry,MIA,WR,20,jarvis landry,00-0031382
2016,48.1,,Carlos Hyde,SF,RB,17,carlos hyde,00-0031045
2016,50.2,,Jordan Reed,WAS,TE,2,jordan reed,00-0030472
2016,51.6,,DeMarco Murray,TEN,RB,18,demarco murray,00-0028009
2016,51.8,,Julian Edelman,NE,WR,21,julian edelman,00-0027150
2016,52.1,,Matthew Stafford,DET,QB,14,matthew stafford,00-0026498
2016,54.3,,Jeremy Langford,CHI,RB,19,jeremy langford,00-0031569
2016,55.0,,Golden Tate,DET,WR,22,golden tate,00-0027891
2016,57.4,,Andy Dalton,CIN,QB,15,andy dalton,00-0027973
2016,58.2,,Doug Baldwin,SEA,WR,23,doug baldwin,00-0028434
2016,58.5,,Greg Olsen,CAR,TE,3,greg olsen,00-0025418
2016,59.9,,Jeremy Maclin,KC,WR,24,jeremy maclin,00-0026995
2016,60.5,,Jameis Winston,TB,QB,16,jameis winston,00-0031503
2016,61.9,,Kirk Cousins,WAS,QB,17,kirk cousins,00-0029604
2016,62.9,,Matt Jones,WAS,RB,20,matt jones,00-0031939
2016,63.2,,Jeremy Hill,CIN,RB,21,jeremy hill,00-0031301
2016,63.8,,Michael Floyd,ARI,WR,25,michael floyd,00-0029638
2016,64.8,,Ryan Mathews,PHI,RB,22,ryan mathews,00-0027864
2016,66.2,,Jonathan Stewart,CAR,RB,23,jonathan stewart,00-0026153
2016,67.1,,Donte Moncrief,IND,WR,26,donte moncrief,00-0031339
2016,70.5,,Eric Decker,NYJ,WR,27,eric decker,00-0027690
2016,71.5,,Allen Hurns,JAX,WR,28,allen hurns,00-0030821
2016,73.5,,Tyrod Taylor,BUF,QB,18,tyrod taylor,00-0028118
2016,73.8,,Frank Gore,IND,RB,24,frank gore,00-0023500
2016,74.0,,Tyler Eifert,CIN,TE,4,tyler eifert,00-0030549
2016,76.2,,Larry Fitzgerald,ARI,WR,29,larry fitzgerald,00-0022921
2016,76.6,,Matt Ryan,ATL,QB,19,matt ryan,00-0026143
2016,76.6,,Jay Ajayi,MIA,RB,25,jay ajayi,00-0031590
2016,76.7,,Melvin Gordon III,LAC,RB,26,melvin gordon,00-0032144
2016,76.9,,Travis Kelce,KC,TE,5,travis kelce,00-0030506
2016,76.9,,Chris Ivory,JAX,RB,27,chris ivory,00-0027531
2016,77.1,,Emmanuel Sanders,DEN,WR,30,emmanuel sanders,00-0027685
2016,77.5,,Ameer Abdullah,DET,RB,28,ameer abdullah,00-0032104
2016,79.5,,Jordan Matthews,PHI,WR,31,jordan matthews,00-0031299
2016,81.0,,Duke Johnson,CLE,RB,29,duke johnson,00-0032257
2016,82.5,,Delanie Walker,TEN,TE,6,delanie walker,00-0024389
2016,83.4,,Giovani Bernard,CIN,RB,30,giovani bernard,00-0030456
2016,84.1,,Marcus Mariota,TEN,QB,20,marcus mariota,00-0032268
2016,84.5,,Coby Fleener,NO,TE,7,coby fleener,00-0029697
2016,87.1,,Danny Woodhead,LAC,RB,31,danny woodhead,00-0026019
2016,87.9,,Tyler Lockett,SEA,WR,32,tyler lockett,00-0032211
2016,88.3,,DeVante Parker,MIA,WR,34,devante parker,00-0031547
2016,88.3,,John Brown,ARI,WR,33,john brown,00-0031051
2016,89.5,,Arian Foster,MIA,RB,32,arian foster,00-0026796
2016,90.9,,Justin Forsett,BAL,RB,33,justin forsett,00-0026373
2016,91.7,,Ryan Tannehill,MIA,QB,21,ryan tannehill,00-0029701
2016,93.9,,Rashad Jennings,NYG,RB,34,rashad jennings,00-0027155
2016,94.1,,Kevin White,CHI,WR,35,kevin white,00-0031545
2016,94.6,,DeSean Jackson,WAS,WR,36,desean jackson,00-0026189
2016,97.3,,Marvin Jones Jr.,DET,WR,37,marvin jones,00-0029293
2016,98.9,,Michael Crabtree,LV,WR,38,michael crabtree,00-0026986
2016,99.2,,T.J. Yeldon,JAX,RB,35,tj yeldon,00-0032209
2016,99.2,,Ladarius Green,PIT,TE,8,ladarius green,00-0029275
2016,99.8,,DeAngelo Williams,PIT,RB,36,deangelo williams,00-0024242
2016,102.7,,Tevin Coleman,ATL,RB,37,tevin coleman,00-0032058
2016,103.3,,Sterling Shepard,NYG,WR,39,sterling shepard,00-0032385
2016,103.5,,Gary Barnidge,CLE,TE,9,gary barnidge,00-0026281
2016,105.6,,Derrick Henry,TEN,RB,38,derrick henry,00-0032764
2016,107.2,,Markus Wheaton,PIT,WR,40,markus wheaton,00-0030460
2016,107.8,,Julius Thomas,JAX,TE,10,julius thomas,00-0028067
2016,108.8,,Charles Sims,TB,RB,39,charles sims,00-0031390
2016,109.0,,Joe Flacco,BAL,QB,22,joe flacco,00-0026158
2016,111.8,,Isaiah Crowell,CLE,RB,40,isaiah crowell,00-0030656
2016,112.1,,Stefon Diggs,MIN,WR,41,stefon diggs,00-0031588
2016,112.6,,Jimmy Graham,SEA,TE,11,jimmy graham,00-0027696
2016,113.9,,LeGarrette Blount,NE,RB,41,legarrette blount,00-0027325
2016,114.3,,Steve Smith,BAL,WR,42,steve smith,00-0020337
2016,115.2,,Brock Osweiler,HOU,QB,23,brock osweiler,00-0029682
2016,116.6,,Jay Cutler,CHI,QB,24,jay cutler,00-0024226
2016,117.5,,Corey Coleman,CLE,WR,43,corey coleman,00-0032966
2016,117.6,,Torrey Smith,SF,WR,44,torrey smith,00-0027996
2016,121.1,,Josh Gordon,CLE,WR,45,josh gordon,00-0029664
2016,121.6,,Ryan Fitzpatrick,NYJ,QB,25,ryan fitzpatrick,00-0023682
2016,125.1,,Dorial Green-Beckham,PHI,WR,46,dorial green-beckham,00-0032218
2016,125.6,,Travis Benjamin,LAC,WR,47,travis benjamin,00-0029269
2016,126.0,,Zach Ertz,PHI,TE,12,zach ertz,00-0030061
2016,126.8,,Laquon Treadwell,MIN,WR,48,laquon treadwell,00-0032951
2016,127.3,,Kenneth Dixon,BAL,RB,42,kenneth dixon,00-0032411
2016,127.3,,Tavon Austin,LAR,WR,49,tavon austin,00-0030525
2016,127.4,,Charcandrick West,KC,RB,43,charcandrick west,00-0030668
2016,127.5,,Willie Snead IV,NO,WR,50,willie snead,00-0030663
2016,128.5,,Antonio Gates,LAC,TE,13,antonio gates,00-0021547
2016,131.0,,Kamar Aiken,BAL,WR,51,kamar aiken,00-0028497
2016,131.4,,Theo Riddick,DET,RB,44,theo riddick,00-0030107
2016,132.3,,C.J. Prosise,SEA,RB,45,cj prosise,00-0032393
2016,133.2,,Mohamed Sanu,ATL,WR,52,mohamed sanu,00-0029632
2016,136.3,,Robert Griffin III,CLE,QB,26,robert griffin,00-0029665
2016,137.7,,Chris Johnson,ARI,RB,46,chris johnson,00-0026164
2016,137.7,,Devin Funchess,CAR,WR,53,devin funchess,00-0032055
2016,138.4,,Dak Prescott,DAL,QB,27,dak prescott,00-0033077
2016,139.3,,Vincent Jackson,TB,WR,54,vincent jackson,00-0023496
2016,139.6,,Teddy Bridgewater,MIN,QB,28,teddy bridgewater,00-0031237
2016,142.3,,Devontae Booker,DEN,RB,47,devontae booker,00-0032972
2016,143.1,,Bilal Powell,NYJ,RB,48,bilal powell,00-0028064
2016,143.5,,James White,NE,RB,49,james white,00-0031062
2016,144.4,,Alex Smith,KC,QB,29,alex smith,00-0023436
2016,144.7,,Martellus Bennett,NE,TE,14,martellus bennett,00-0026201
2016,145.1,,Victor Cruz,NYG,WR,55,victor cruz,00-0027265
2016,145.2,,James Starks,GB,RB,50,james starks,00-0027791
2016,145.3,,Christine Michael,SEA,RB,51,christine michael,00-0030432
2016,146.3,,DeAndre Washington,LV,RB,52,deandre washington,00-0032940
2016,146.9,,Spencer Ware,KC,RB,53,spencer ware,00-0030414
2016,148.8,,Jason Witten,DAL,TE,15,jason witten,00-0022127
2016,150.0,,Dwayne Allen,IND,TE,16,dwayne allen,00-0029689
2016,151.9,,William Fuller V,HOU,WR,56,william fuller,00-0033127
2016,151.9,,Tyler Boyd,CIN,WR,57,tyler boyd,00-0033009
2016,152.4,,Javorius Allen,BAL,RB,54,javorius allen,00-0031577
2016,152.8,,Jared Cook,GB,TE,17,jared cook,00-0027061
2016,153.5,,Josh Doctson,WAS,WR,58,josh doctson,00-0032760
2016,154.9,,Chris Hogan,NE,WR,59,chris hogan,00-0028237
2016,155.8,,Alfred Morris,DAL,RB,55,alfred morris,00-0029141
2016,155.9,,Mike Wallace,BAL,WR,60,mike wallace,00-0026901
2016,155.9,,Darren McFadden,DAL,RB,56,darren mcfadden,00-0026144
2016,156.6,,Michael Thomas,NO,WR,61,michael thomas,00-0032765
2016,156.7,,Sam Bradford,MIN,QB,30,sam bradford,00-0027854
2016,156.8,,Darren Sproles,PHI,RB,57,darren sproles,00-0023564
2016,157.0,,Austin Seferian-Jenkins,TB,TE,18,austin seferian-jenkins,00-0031418
2016,157.7,,Eric Ebron,DET,TE,19,eric ebron,00-0031387
2016,157.9,,Zach Miller,CHI,TE,20,zach miller,00-0027125
2016,158.9,,Pierre Garcon,WAS,WR,62,pierre garcon,00-0026345
2016,160.0,,Tajae Sharpe,TEN,WR,63,tajae sharpe,00-0032778
2016,160.3,,Jerick McKinnon,MIN,RB,58,jerick mckinnon,00-0031376
2016,161.6,,Paul Perkins,NYG,RB,59,paul perkins,00-0032417
2016,161.8,,Rishard Matthews,TEN,WR,64,rishard matthews,00-0029580
2016,162.2,,Phillip Dorsett,IND,WR,65,phillip dorsett,00-0032208
2016,163.8,,Jordan Howard,CHI,RB,60,jordan howard,00-0032780
2016,167.7,,Sammie Coates,PIT,WR,66,sammie coates,00-0032166
2016,170.7,,Breshad Perriman,BAL,WR,67,breshad perriman,00-0032054
